uo,Nome,ua,Nome,programa,Nome,acao,Nome,subacao,Nome,unidade_medida,Produto,qtde_prevista,Executado,justificativa,descricao_restricao,eficacia
2704,FUNDO MUNICIPAL DE HABITAÇÃO POPULAR,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,64,Geração e Qualificação Habitacional em Áreas de Interesse Social,1231,Melhorias Urbanas em Assentamentos de Interesse Social,7,Reassentamento/Indenizações,Unidade,Atendimento realizado,54,8,"Não ocorreu efetivação de novos convênios
",Administrativas e/ou Gerenciais,"14,815"
2704,FUNDO MUNICIPAL DE HABITAÇÃO POPULAR,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,64,Geração e Qualificação Habitacional em Áreas de Interesse Social,2792,Bolsa Moradia / Auxílio Habitacional,1,Programa Bolsa Moradia - Diversos (META NÃO CUMULATIVA),Unidade,Benefício concedido,1393,415,"Ocorreram revisões nos projetos do PAC 3 Bacias, implicando em paralisação dos atendimentos de famílias que não se enquadraram nas manchas de risco alto e muito alto.Além disso houve suspensão judicial nas ações da Vila Bandeirantes.",Administrativas e/ou Gerenciais,"29,792"
2704,FUNDO MUNICIPAL DE HABITAÇÃO POPULAR,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,64,Geração e Qualificação Habitacional em Áreas de Interesse Social,2792,Bolsa Moradia / Auxílio Habitacional,2,Programa Bolsa Moradia - Risco (META NÃO CUMULATIVA),Unidade,Benefício concedido,236,116,Indicação de remoção definitiva foi menor que o previsto e uso de outras alternativas como abrigo e casa de parentes.,Alterações de demanda em relação aos produtos ou serviços ofertados à população,"49,153"
2704,FUNDO MUNICIPAL DE HABITAÇÃO POPULAR,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,64,Geração e Qualificação Habitacional em Áreas de Interesse Social,2792,Bolsa Moradia / Auxílio Habitacional,3,Programa Bolsa Moradia - Obras Vila Viva/OP (META NÃO CUMULATIVA),Unidade,Benefício concedido,497,399,"Não ocorreram as ações de atendimento previstas na Vila Cemig e no Aglomerado Santa Lúcia a forma de atendimento foi temporária, já encerrada.",Alterações de demanda em relação aos produtos ou serviços ofertados à população,"80,282"
2704,FUNDO MUNICIPAL DE HABITAÇÃO POPULAR,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,64,Geração e Qualificação Habitacional em Áreas de Interesse Social,2792,Bolsa Moradia / Auxílio Habitacional,4,Locação Social (META NÃO CUMULATIVA),Família,Família beneficiada,10,0,Programa em fase de regulamentação ,Administrativas e/ou Gerenciais,0
2704,FUNDO MUNICIPAL DE HABITAÇÃO POPULAR,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,64,Geração e Qualificação Habitacional em Áreas de Interesse Social,2792,Bolsa Moradia / Auxílio Habitacional,5,Auxílio Comércio (META NÃO CUMULATIVA),Unidade,Benefício concedido,20,0,"Programa em fase de regulamentação Foi lançado custo de bolsa moradia da Via 710 indevidamente, que deveria ter sido lançado na subação 1. ",Administrativas e/ou Gerenciais,0
2704,FUNDO MUNICIPAL DE HABITAÇÃO POPULAR,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,66,Saneamento e Tratamento de Fundos de Vale,1231,Melhorias Urbanas em Assentamentos de Interesse Social,1,Ações Sociais,Pessoa,Participantes,1500,4721,"Maior vocação dos territórios com obras de Bacias para a realização de atividades de educação sanitária e ambiental, propiciando maior número de parceiros e participantes nos eventos propostos.",,"314,733"
2704,FUNDO MUNICIPAL DE HABITAÇÃO POPULAR,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,66,Saneamento e Tratamento de Fundos de Vale,1231,Melhorias Urbanas em Assentamentos de Interesse Social,7,Reassentamento/Indenizações,Unidade,Atendimento realizado,284,114,"Ocorreu necessidade de adequações de projeto, diminuindo o ritmo de remoções nas 3 Bacias. Decisões judiciais na Bacia do Córrego do Nado impediram as remoções a serem realizadas.",Administrativas e/ou Gerenciais,"40,141"
2704,FUNDO MUNICIPAL DE HABITAÇÃO POPULAR,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,225,Assentamentos de Interesse Social,1231,Melhorias Urbanas em Assentamentos de Interesse Social,1,Ações Sociais,Pessoa,Participantes,5000,18488,"Houve ampliação das atividades do PEAR, no Projeto Escola Integrada. Ainda, os empreendimentos de Vila Viva/PAC tiveram mais participantes nas atividades previstas em todos os eixos, principalmente Pré e Pós Morar, do que o estabelecido na meta.",,"369,76"
2704,FUNDO MUNICIPAL DE HABITAÇÃO POPULAR,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,225,Assentamentos de Interesse Social,1231,Melhorias Urbanas em Assentamentos de Interesse Social,2,Ações de Assistência Técnica,Família,Família beneficiada,750,522,"Ação a partir de demanda (espontânea ou indicada).Redução das espontâneas devidos ás obras de risco realizadas,gerando mais segurança.Demandas indicadas sem adesão nem resposta dos moradores. Redução das assistência técnica pelas Regionais.",Alterações de demanda em relação aos produtos ou serviços ofertados à população,"69,6"
2704,FUNDO MUNICIPAL DE HABITAÇÃO POPULAR,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,225,Assentamentos de Interesse Social,1231,Melhorias Urbanas em Assentamentos de Interesse Social,3,Regularização jurídica de loteamentos irregulares de interesse Social ,Unidade,Lotes analisados e / ou demarcados,821,889,Demarcaçao urbanística do Bairro Vista do Sol concluída. Registro do parcelamento do solo em fase de conclusão no Cartório.,,"108,283"
2704,FUNDO MUNICIPAL DE HABITAÇÃO POPULAR,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,225,Assentamentos de Interesse Social,1231,Melhorias Urbanas em Assentamentos de Interesse Social,7,Reassentamento/Indenizações,Unidade,Atendimento realizado,44,32,Houve dificuldade de liberação de recursos nos contratos de Contenção de Encostas junto a CEF.,Orçamentárias e/ou financeiras,"72,727"
2704,FUNDO MUNICIPAL DE HABITAÇÃO POPULAR,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,225,Assentamentos de Interesse Social,1231,Melhorias Urbanas em Assentamentos de Interesse Social,9,Planos Globais Específicos,Família,Família beneficiada,788,0,Os PGEs do Olhos D'Água e do Vitória da Conquista foram concluídos em novembro de 2017. O PGE da Vila Mantiqueira teve atraso em função de dificuldades na condução da fase de concepção de Propostas de Intervenção junto à comunidade. Medições em curso,Administrativas e/ou Gerenciais,0
2704,FUNDO MUNICIPAL DE HABITAÇÃO POPULAR,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,225,Assentamentos de Interesse Social,1231,Melhorias Urbanas em Assentamentos de Interesse Social,10,Plano de Regularização Urbanística,Família,Família beneficiada,1760,759,O PRU Novo Sta Cecília concluído em 2018.PRU Jd.Liberdade teve atraso em função de indefinições da política para loteam. de interesse social e de definições de outros órgãos e o PRU Hosana por conflitos com donos de lotes não regularizáveis.,Administrativas e/ou Gerenciais,"43,125"
2704,FUNDO MUNICIPAL DE HABITAÇÃO POPULAR,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,225,Assentamentos de Interesse Social,1231,Melhorias Urbanas em Assentamentos de Interesse Social,18,Regularização de Domícílios em ZEIS - Zona de Especial Interesse Social,Unidade,Domicílio regularizado,64,64,,,100
2704,FUNDO MUNICIPAL DE HABITAÇÃO POPULAR,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,225,Assentamentos de Interesse Social,1231,Melhorias Urbanas em Assentamentos de Interesse Social,19,Eliminação e Mitigação das Situações de Risco Geológico,Família,Família beneficiada,65,179,"Devido ao atendimento de muitas famílias,  através da execução de obras importantes em áreas de risco, a meta foi ultrapassada. Outra razão é pelo dinamismo característico da meta de risco.",,"275,385"
2704,FUNDO MUNICIPAL DE HABITAÇÃO POPULAR,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,225,Assentamentos de Interesse Social,1231,Melhorias Urbanas em Assentamentos de Interesse Social,22,Reassentamento/Indenizações - Vila Viva / OP,Unidade,Atendimento realizado,300,181,"Houve necessidade de adequações de projeto, atrasos em processos de contratação de obras e de trabalho social",Administrativas e/ou Gerenciais,"60,333"
2704,FUNDO MUNICIPAL DE HABITAÇÃO POPULAR,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,226,Habitação ,1207,Provisão de Moradias,1,Atendimento ao déficit habitacional em parceria com o município,Família,Família beneficiada,197,0,"Ocorreram dificuldades no licenciamento ambiental do Governo do Estado. Além disso, não foram iniciadas as ações de locação social e assistência técnica",Institucionais,0
2704,FUNDO MUNICIPAL DE HABITAÇÃO POPULAR,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,226,Habitação ,1207,Provisão de Moradias,2,Ações de Assistência Técnica,Família,Família beneficiada,7,0,Programa em fase de regulamentação,Administrativas e/ou Gerenciais,0
2704,FUNDO MUNICIPAL DE HABITAÇÃO POPULAR,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,226,Habitação ,1207,Provisão de Moradias,6,Produção de Moradias do Programa Minha Casa Minha Vida ,Unidade,Unidade habitacional construída,180,0,"Ocorreram dificuldades no licenciamento ambiental do Governo do Estado. 
Despesas referentes a pagamentos dos financiamentos habitacionais das famílias originárias o PEAR (anteriormente inseridas no Bolsa Moradia e que foram reassentadas no Programa",Institucionais,0
2704,FUNDO MUNICIPAL DE HABITAÇÃO POPULAR,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,226,Habitação ,1207,Provisão de Moradias,7,Contratos celebrados para o Programa Minha Casa Minha Vida,Unidade,Unidade habitacional contratada,1930,47,Ocorreram dificuldades no licenciamento ambiental do Governo do Estado (Parque Cerrado). Além disso ocorreram dificuldades na regularização de terrenos nos PAC - Vinculados,Institucionais,"2,435"
2704,FUNDO MUNICIPAL DE HABITAÇÃO POPULAR,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,226,Habitação ,1207,Provisão de Moradias,8,Regularização de Moradias implantadas pela PBH,Família,Família beneficiada,3289,1290,"Algumas regularizações de conjuntos não foram efetivadas devido a pendências de documentação de desapropriação, adequações de projeto e obra",Administrativas e/ou Gerenciais,"39,222"
2704,FUNDO MUNICIPAL DE HABITAÇÃO POPULAR,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,226,Habitação ,1207,Provisão de Moradias,9,Titulação de Moradias implantadas pela PBH,Família,Família beneficiada,2537,875,"Os registros de alguns conjuntos não foram concluídos, não foi solucionada a forma de titulação dos conjuntos oriundos do Crédito Solidário e do PSH  e houve um maior número de pendências sociais do que o previsto.
",Administrativas e/ou Gerenciais,"34,49"
2704,FUNDO MUNICIPAL DE HABITAÇÃO POPULAR,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,226,Habitação ,1207,Provisão de Moradias,12,Ações Sociais,Pessoa,Participantes,4480,1213,"Pendências de desapropriação  e entraves administrativos. Mudança de metodologia de trabalho,unificando-se as ações de conjuntos e regularização UH, com isto a meta ficou duplicada.",Administrativas e/ou Gerenciais,"27,076"
2708,SUPERINTENDÊNCIA DE LIMPEZA URBANA,100,COORDENADORIA DE ATENDIMENTO REGIONAL BARREIRO,46,Operacionalização e Modernização da Limpeza Pública,2539,Execução dos Serviços de Limpeza Urbana,1,Cobertura dos Serviços de Limpeza de Vias em Áreas Urbanas,Kilômetro,Sarjeta varrida,63478,"35564,05",Restrição orçamentária,Orçamentárias e/ou financeiras,"56,026"
2708,SUPERINTENDÊNCIA DE LIMPEZA URBANA,100,COORDENADORIA DE ATENDIMENTO REGIONAL BARREIRO,46,Operacionalização e Modernização da Limpeza Pública,2539,Execução dos Serviços de Limpeza Urbana,3,Execução de Serviços de Limpeza Urbana - Multitarefa,Tonelada,Massa coletada,37203,"38138,71","aumento da demanda
",,"102,515"
2708,SUPERINTENDÊNCIA DE LIMPEZA URBANA,100,COORDENADORIA DE ATENDIMENTO REGIONAL BARREIRO,228,"Coleta, Destinação e Tratamento de Resíduos Sólidos ",2538,Execução dos Serviços de Coleta de Resíduos,1,Coleta de Resíduos Sólidos,Tonelada,Massa coletada,64327,"66386,81",aumento da demanda,,"103,202"
2708,SUPERINTENDÊNCIA DE LIMPEZA URBANA,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,46,Operacionalização e Modernização da Limpeza Pública,2539,Execução dos Serviços de Limpeza Urbana,1,Cobertura dos Serviços de Limpeza de Vias em Áreas Urbanas,Kilômetro,Sarjeta varrida,230958,"203312,44",Restrição orçamentária,Orçamentárias e/ou financeiras,"88,03"
2708,SUPERINTENDÊNCIA DE LIMPEZA URBANA,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,46,Operacionalização e Modernização da Limpeza Pública,2539,Execução dos Serviços de Limpeza Urbana,3,Execução de Serviços de Limpeza Urbana - Multitarefa,Tonelada,Massa coletada,15237,"21206,59","aumento da demanda
",,"139,178"
2708,SUPERINTENDÊNCIA DE LIMPEZA URBANA,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,228,"Coleta, Destinação e Tratamento de Resíduos Sólidos ",2538,Execução dos Serviços de Coleta de Resíduos,1,Coleta de Resíduos Sólidos,Tonelada,Massa coletada,126389,"126188,52",diminuição da demanda,Alterações de demanda em relação aos produtos ou serviços ofertados à população,"99,841"
2708,SUPERINTENDÊNCIA DE LIMPEZA URBANA,300,COORDENADORIA DE ATENDIMENTO REGIONAL LESTE,46,Operacionalização e Modernização da Limpeza Pública,2539,Execução dos Serviços de Limpeza Urbana,1,Cobertura dos Serviços de Limpeza de Vias em Áreas Urbanas,Kilômetro,Sarjeta varrida,47052,"33729,8",Restrição orçamentária,Orçamentárias e/ou financeiras,"71,686"
2708,SUPERINTENDÊNCIA DE LIMPEZA URBANA,300,COORDENADORIA DE ATENDIMENTO REGIONAL LESTE,46,Operacionalização e Modernização da Limpeza Pública,2539,Execução dos Serviços de Limpeza Urbana,3,Execução de Serviços de Limpeza Urbana - Multitarefa,Tonelada,Massa coletada,23246,"23514,8","aumento da demanda
",,"101,156"
2708,SUPERINTENDÊNCIA DE LIMPEZA URBANA,300,COORDENADORIA DE ATENDIMENTO REGIONAL LESTE,228,"Coleta, Destinação e Tratamento de Resíduos Sólidos ",2538,Execução dos Serviços de Coleta de Resíduos,1,Coleta de Resíduos Sólidos,Tonelada,Massa coletada,62933,"62718,74",diminuição da demanda,Alterações de demanda em relação aos produtos ou serviços ofertados à população,"99,66"
2708,SUPERINTENDÊNCIA DE LIMPEZA URBANA,400,COORDENADORIA DE ATENDIMENTO REGIONAL NORDESTE,46,Operacionalização e Modernização da Limpeza Pública,2539,Execução dos Serviços de Limpeza Urbana,1,Cobertura dos Serviços de Limpeza de Vias em Áreas Urbanas,Kilômetro,Sarjeta varrida,64584,"36993,06",Restrição orçamentária,Orçamentárias e/ou financeiras,"57,279"
2708,SUPERINTENDÊNCIA DE LIMPEZA URBANA,400,COORDENADORIA DE ATENDIMENTO REGIONAL NORDESTE,46,Operacionalização e Modernização da Limpeza Pública,2539,Execução dos Serviços de Limpeza Urbana,3,Execução de Serviços de Limpeza Urbana - Multitarefa,Tonelada,Massa coletada,21094,"19379,95",diminuição da demanda do serviço,Alterações de demanda em relação aos produtos ou serviços ofertados à população,"91,874"
2708,SUPERINTENDÊNCIA DE LIMPEZA URBANA,400,COORDENADORIA DE ATENDIMENTO REGIONAL NORDESTE,228,"Coleta, Destinação e Tratamento de Resíduos Sólidos ",2538,Execução dos Serviços de Coleta de Resíduos,1,Coleta de Resíduos Sólidos,Tonelada,Massa coletada,75167,"76592,6","aumento da demanda
",,"101,897"
2708,SUPERINTENDÊNCIA DE LIMPEZA URBANA,500,COORDENADORIA DE ATENDIMENTO REGIONAL NOROESTE,46,Operacionalização e Modernização da Limpeza Pública,2539,Execução dos Serviços de Limpeza Urbana,1,Cobertura dos Serviços de Limpeza de Vias em Áreas Urbanas,Kilômetro,Sarjeta varrida,85717,"53707,88",Restrição orçamentária,Orçamentárias e/ou financeiras,"62,657"
2708,SUPERINTENDÊNCIA DE LIMPEZA URBANA,500,COORDENADORIA DE ATENDIMENTO REGIONAL NOROESTE,46,Operacionalização e Modernização da Limpeza Pública,2539,Execução dos Serviços de Limpeza Urbana,3,Execução de Serviços de Limpeza Urbana - Multitarefa,Tonelada,Massa coletada,27497,"28952,82","aumento da demanda
",,"105,294"
2708,SUPERINTENDÊNCIA DE LIMPEZA URBANA,500,COORDENADORIA DE ATENDIMENTO REGIONAL NOROESTE,228,"Coleta, Destinação e Tratamento de Resíduos Sólidos ",2538,Execução dos Serviços de Coleta de Resíduos,1,Coleta de Resíduos Sólidos,Tonelada,Massa coletada,74973,"74220,71",diminuição da demanda,Alterações de demanda em relação aos produtos ou serviços ofertados à população,"98,997"
2708,SUPERINTENDÊNCIA DE LIMPEZA URBANA,600,COORDENADORIA DE ATENDIMENTO REGIONAL NORTE,46,Operacionalização e Modernização da Limpeza Pública,2539,Execução dos Serviços de Limpeza Urbana,1,Cobertura dos Serviços de Limpeza de Vias em Áreas Urbanas,Kilômetro,Sarjeta varrida,23836,"25846,13",erro de dimensionamento de meta,,"108,433"
2708,SUPERINTENDÊNCIA DE LIMPEZA URBANA,600,COORDENADORIA DE ATENDIMENTO REGIONAL NORTE,46,Operacionalização e Modernização da Limpeza Pública,2539,Execução dos Serviços de Limpeza Urbana,3,Execução de Serviços de Limpeza Urbana - Multitarefa,Tonelada,Massa coletada,26780,"26408,54",diminuição da demanda,Alterações de demanda em relação aos produtos ou serviços ofertados à população,"98,613"
2708,SUPERINTENDÊNCIA DE LIMPEZA URBANA,600,COORDENADORIA DE ATENDIMENTO REGIONAL NORTE,228,"Coleta, Destinação e Tratamento de Resíduos Sólidos ",2538,Execução dos Serviços de Coleta de Resíduos,1,Coleta de Resíduos Sólidos,Tonelada,Massa coletada,48457,"50909,17","aumento da demanda
",,"105,061"
2708,SUPERINTENDÊNCIA DE LIMPEZA URBANA,700,COORDENADORIA DE ATENDIMENTO REGIONAL OESTE,46,Operacionalização e Modernização da Limpeza Pública,2539,Execução dos Serviços de Limpeza Urbana,1,Cobertura dos Serviços de Limpeza de Vias em Áreas Urbanas,Kilômetro,Sarjeta varrida,58639,"36310,22",Restrição orçamentária,Orçamentárias e/ou financeiras,"61,922"
2708,SUPERINTENDÊNCIA DE LIMPEZA URBANA,700,COORDENADORIA DE ATENDIMENTO REGIONAL OESTE,46,Operacionalização e Modernização da Limpeza Pública,2539,Execução dos Serviços de Limpeza Urbana,3,Execução de Serviços de Limpeza Urbana - Multitarefa,Tonelada,Massa coletada,28262,"30112,17","aumento da demanda
",,"106,546"
2708,SUPERINTENDÊNCIA DE LIMPEZA URBANA,700,COORDENADORIA DE ATENDIMENTO REGIONAL OESTE,228,"Coleta, Destinação e Tratamento de Resíduos Sólidos ",2538,Execução dos Serviços de Coleta de Resíduos,1,Coleta de Resíduos Sólidos,Tonelada,Massa coletada,86235,"87065,47","aumento da demanda
",,"100,963"
2708,SUPERINTENDÊNCIA DE LIMPEZA URBANA,800,COORDENADORIA DE ATENDIMENTO REGIONAL PAMPULHA,46,Operacionalização e Modernização da Limpeza Pública,2539,Execução dos Serviços de Limpeza Urbana,1,Cobertura dos Serviços de Limpeza de Vias em Áreas Urbanas,Kilômetro,Sarjeta varrida,37634,"52323,52",erro de dimensionamento de meta,,"139,033"
2708,SUPERINTENDÊNCIA DE LIMPEZA URBANA,800,COORDENADORIA DE ATENDIMENTO REGIONAL PAMPULHA,46,Operacionalização e Modernização da Limpeza Pública,2539,Execução dos Serviços de Limpeza Urbana,3,Execução de Serviços de Limpeza Urbana - Multitarefa,Tonelada,Massa coletada,27220,"31655,74","aumento da demanda
",,"116,296"
2708,SUPERINTENDÊNCIA DE LIMPEZA URBANA,800,COORDENADORIA DE ATENDIMENTO REGIONAL PAMPULHA,228,"Coleta, Destinação e Tratamento de Resíduos Sólidos ",2538,Execução dos Serviços de Coleta de Resíduos,1,Coleta de Resíduos Sólidos,Tonelada,Massa coletada,69415,"72478,78","aumento da demanda
",,"104,414"
2708,SUPERINTENDÊNCIA DE LIMPEZA URBANA,900,COORDENADORIA DE ATENDIMENTO REGIONAL VENDA NOVA,46,Operacionalização e Modernização da Limpeza Pública,2539,Execução dos Serviços de Limpeza Urbana,1,Cobertura dos Serviços de Limpeza de Vias em Áreas Urbanas,Kilômetro,Sarjeta varrida,28327,"33787,01",erro de dimensionamento de meta,,"119,275"
2708,SUPERINTENDÊNCIA DE LIMPEZA URBANA,900,COORDENADORIA DE ATENDIMENTO REGIONAL VENDA NOVA,46,Operacionalização e Modernização da Limpeza Pública,2539,Execução dos Serviços de Limpeza Urbana,3,Execução de Serviços de Limpeza Urbana - Multitarefa,Tonelada,Massa coletada,28432,"25268,91",diminuição da demanda,Alterações de demanda em relação aos produtos ou serviços ofertados à população,"88,875"
2708,SUPERINTENDÊNCIA DE LIMPEZA URBANA,900,COORDENADORIA DE ATENDIMENTO REGIONAL VENDA NOVA,228,"Coleta, Destinação e Tratamento de Resíduos Sólidos ",2538,Execução dos Serviços de Coleta de Resíduos,1,Coleta de Resíduos Sólidos,Tonelada,Massa coletada,61350,"63541,74","aumento da demanda
",,"103,573"
2708,SUPERINTENDÊNCIA DE LIMPEZA URBANA,4501,DIRETORIA OPERACIONAL,46,Operacionalização e Modernização da Limpeza Pública,2537,Tratamento e Destinação de Resíduos Sólidos,1,"Serviços de Operação de Áreas de Manejo, de Remoção e Destinação de Resíduos de Construção Civil (CTR Maquiné)",Tonelada,Massa tratada / destinada,260000,"56375,32",Contrato encerrado e atividade transferida para PPP Macaúbas,Administrativas e/ou Gerenciais,"21,683"
2708,SUPERINTENDÊNCIA DE LIMPEZA URBANA,4501,DIRETORIA OPERACIONAL,46,Operacionalização e Modernização da Limpeza Pública,2537,Tratamento e Destinação de Resíduos Sólidos,2,Aterragem de Resíduos Sólidos Comuns e Domiciliares (CTR Macaúbas),Tonelada,Massa tratada / destinada,720000,"963556,71","Alteração contratual com a incorporação dos resíduos de Maquiné - inerte
",,"133,827"
2708,SUPERINTENDÊNCIA DE LIMPEZA URBANA,4501,DIRETORIA OPERACIONAL,46,Operacionalização e Modernização da Limpeza Pública,2537,Tratamento e Destinação de Resíduos Sólidos,3,Reforma e Reestruturação da Infraestrutura para Triagem de Materiais Recicláveis (META NÃO CUMULATIVA),Unidade,Galpão reformado,1,1,,,100
2708,SUPERINTENDÊNCIA DE LIMPEZA URBANA,4501,DIRETORIA OPERACIONAL,46,Operacionalização e Modernização da Limpeza Pública,2537,Tratamento e Destinação de Resíduos Sólidos,5,Obras para Construção de Unidades de Recebimento de Pequenos Volumes - URPV´s (META NÃO CUMULATIVA),Unidade,Obra realizada,1,0,Aguardando liberação de recursos,Orçamentárias e/ou financeiras,0
2708,SUPERINTENDÊNCIA DE LIMPEZA URBANA,4501,DIRETORIA OPERACIONAL,46,Operacionalização e Modernização da Limpeza Pública,2537,Tratamento e Destinação de Resíduos Sólidos,6,Reestruturação da Infraestrutura para Triagem e Tratamento de Resíduos Orgânicos de Grandes Geradores (META NÃO CUMULATIVA),Unidade,Obra executada,1,0,"Aguardando liberação de recursos
",Orçamentárias e/ou financeiras,0
2708,SUPERINTENDÊNCIA DE LIMPEZA URBANA,4501,DIRETORIA OPERACIONAL,46,Operacionalização e Modernização da Limpeza Pública,2537,Tratamento e Destinação de Resíduos Sólidos,7,Construção de galpão para triagem de materiais recicláveis (META NÃO CUMULATIVA),Unidade,Galpão construído,1,0,Aguardando liberação de recursos,Orçamentárias e/ou financeiras,0
2708,SUPERINTENDÊNCIA DE LIMPEZA URBANA,4501,DIRETORIA OPERACIONAL,46,Operacionalização e Modernização da Limpeza Pública,2537,Tratamento e Destinação de Resíduos Sólidos,8,Recuperação de Unidade de Recebimento de Pequenos Volunos - URPV´s (META NÃO CUMULATIVA),Unidade,Unidade recuperada,32,0,Aguardando liberação de recursos,Orçamentárias e/ou financeiras,0
2708,SUPERINTENDÊNCIA DE LIMPEZA URBANA,4501,DIRETORIA OPERACIONAL,46,Operacionalização e Modernização da Limpeza Pública,2537,Tratamento e Destinação de Resíduos Sólidos,9,Reforma da CTRS BR 040 (META NÃO CUMULATIVA),Unidade,Central reformada,1,0,Aguardando liberação de recursos,Orçamentárias e/ou financeiras,0
2708,SUPERINTENDÊNCIA DE LIMPEZA URBANA,4501,DIRETORIA OPERACIONAL,228,"Coleta, Destinação e Tratamento de Resíduos Sólidos ",2538,Execução dos Serviços de Coleta de Resíduos,2,Serviços de Coleta Seletiva na modalidade ponto a ponto (META NÃO CUMULATIVA),Unidade,Locais de entrega voluntária instalados,82,70,restrição orçamentária,Orçamentárias e/ou financeiras,"85,366"
2708,SUPERINTENDÊNCIA DE LIMPEZA URBANA,4501,DIRETORIA OPERACIONAL,228,"Coleta, Destinação e Tratamento de Resíduos Sólidos ",2538,Execução dos Serviços de Coleta de Resíduos,3,Serviços de Coleta Seletiva na modalidade porta a porta (META NÃO CUMULATIVA),Unidade,Bairro atendido,37,36,restrição orçamentária,Orçamentárias e/ou financeiras,"97,297"
2708,SUPERINTENDÊNCIA DE LIMPEZA URBANA,4501,DIRETORIA OPERACIONAL,228,"Coleta, Destinação e Tratamento de Resíduos Sólidos ",2539,Execução dos Serviços de Limpeza Urbana,4,Limpeza de Áreas Públicas Decorrentes de Grandes Eventos,Metro quadrado,Área atendida,44608150,"29604824,64",Alterações de demanda em relação ao previsto.,Alterações de demanda em relação aos produtos ou serviços ofertados à população,"66,366"
2708,SUPERINTENDÊNCIA DE LIMPEZA URBANA,4501,DIRETORIA OPERACIONAL,228,"Coleta, Destinação e Tratamento de Resíduos Sólidos ",2539,Execução dos Serviços de Limpeza Urbana,6,Serviço de limpeza urbana em vilas e favelas,Kilômetro,Via atendida,121400,53664,Alteração de demanda em relação ao previsto.,Alterações de demanda em relação aos produtos ou serviços ofertados à população,"44,204"
2709,EMPRESA DE TRANSPORTES E TRÂNSITO DE BELO HORIZONTE,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,303,"Mobilidade: Atendimento, Operação, Fiscalização e Modernização Tecnológica",2909,Melhoria da Mobilidade,5,Disponibilização dos Resultados da Auditoria fiscal e Contábil do Transporte Público para a Sociedade,Unidade,Resultado divulgado,1,1,Resultados da auditoria fiscal e contábil divulgados em 21/12/18.,,100
2709,EMPRESA DE TRANSPORTES E TRÂNSITO DE BELO HORIZONTE,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,303,"Mobilidade: Atendimento, Operação, Fiscalização e Modernização Tecnológica",2909,Melhoria da Mobilidade,6,Implantação do Plano de Melhoria do Atendimento aos Operadores do Transporte Público,Percentual de Implantação,Plano implantado,50,30,"O resultado se limita aos 30%, sendo 25% referentes à ampliação do agendamento eletrônico de serviços e 5% à compra de divisórias e vidros. A aquisição de móveis e computadores não foi efetuada por restrições orçamentárias.",Orçamentárias e/ou financeiras,60
2709,EMPRESA DE TRANSPORTES E TRÂNSITO DE BELO HORIZONTE,1100,SERVIÇOS ADMINISTRATIVOS E FINANCEIROS,303,"Mobilidade: Atendimento, Operação, Fiscalização e Modernização Tecnológica",2909,Melhoria da Mobilidade,7,Modernização do Estacionamento Rotativo - Sistema Eletrônico,Percentual de execução,Sistema implantado,100,75,"Em 2018, foi elaborado o TR para contratação de empresa para desenvolvimento do módulo de pesquisa do Rotativo Digital. Licitação e contratação ocorrerão em 2019.",Administrativas e/ou Gerenciais,75
