uo,nome_uo,funcao,nome_funcao,subfuncao,nome_subfuncao,programa,nome_programa,projativ,nome_projativ,subitem_projativ,nome_subitem_projativ,valor_orcado,credito_disponivel,valor_empenhado,valor_liquidado,valor_pago,saldo_empenho_dezembro_câmara,saldo_emp_liq_dezembro_câmara,valor_liquidado,valor_pago
2302,FUNDO MUNICIPAL DE SAÚDE,10,Saúde,302,Assistência Hospitalar e Ambulatorial,114,Rede de Cuidados Especializados Complementares à Saúde,2893,Rede de Urgência,2,Transporte em saúde,13176000,11668397,"9530289,33","9499545,66","9499545,66",0,0,"9499545,66","9499545,66"
2302,FUNDO MUNICIPAL DE SAÚDE,10,Saúde,302,Assistência Hospitalar e Ambulatorial,114,Rede de Cuidados Especializados Complementares à Saúde,2893,Rede de Urgência,3,Atualização do parque tecnológico da radiologia das UPAs,3409000,809280,0,0,0,0,0,0,0
2302,FUNDO MUNICIPAL DE SAÚDE,10,Saúde,302,Assistência Hospitalar e Ambulatorial,114,Rede de Cuidados Especializados Complementares à Saúde,2893,Rede de Urgência,4,Transporte de Urgência / SAMU,19169600,19138600,"16279992,4","15155923,13","13051494,07",0,0,"15155923,13","13051494,07"
2302,FUNDO MUNICIPAL DE SAÚDE,10,Saúde,302,Assistência Hospitalar e Ambulatorial,114,Rede de Cuidados Especializados Complementares à Saúde,2893,Rede de Urgência,5,Transporte de Urgência/Motocicletas/SAMU,200000,200000,0,0,0,0,0,0,0
2302,FUNDO MUNICIPAL DE SAÚDE,10,Saúde,302,Assistência Hospitalar e Ambulatorial,201,Hospital Metropolitano,2896,Operacionalização do Hospital Metropolitano,1,Operacionalização do Hospital Metropolitano,9969528,4404528,"2786846,27","1966560,65","1963032,42",0,0,"1966560,65","1963032,42"
2302,FUNDO MUNICIPAL DE SAÚDE,10,Saúde,302,Assistência Hospitalar e Ambulatorial,201,Hospital Metropolitano,2902,Gestão das Parcerias Público-Privadas,2,Hospital Metropolitano Célio de Castro,127050000,98681892,"98606891,82","89433805,5","89433805,5",0,0,"89433805,5","89433805,5"
2302,FUNDO MUNICIPAL DE SAÚDE,10,Saúde,302,Assistência Hospitalar e Ambulatorial,203,Melhoria do Atendimento Hospitalar e Especializado,2894,Rede Hospitalar,1,Atendimento da População na Rede Hospitalar do SUS-BH,1004836410,1458680184,"1113409392,87","960838899,01","956050523,52",0,0,"960838899,01","956050523,52"
2302,FUNDO MUNICIPAL DE SAÚDE,10,Saúde,302,Assistência Hospitalar e Ambulatorial,203,Melhoria do Atendimento Hospitalar e Especializado,2894,Rede Hospitalar,2,Cirurgias Eletivas Hospitalares,18700000,39508000,"39507057,82","29929575,69","29799505,22",0,0,"29929575,69","29799505,22"
2302,FUNDO MUNICIPAL DE SAÚDE,10,Saúde,302,Assistência Hospitalar e Ambulatorial,203,Melhoria do Atendimento Hospitalar e Especializado,2894,Rede Hospitalar,3,Hospital Odilon Behrens,302985002,281317873,"279597909,74","250083987,16","249917377,93",0,0,"250083987,16","249917377,93"
2302,FUNDO MUNICIPAL DE SAÚDE,10,Saúde,302,Assistência Hospitalar e Ambulatorial,203,Melhoria do Atendimento Hospitalar e Especializado,2894,Rede Hospitalar,6,Gestão de Recursos Humanos,104374000,104390600,"94444546,17","94444546,17","94444546,17",0,0,"94444546,17","94444546,17"
2302,FUNDO MUNICIPAL DE SAÚDE,10,Saúde,302,Assistência Hospitalar e Ambulatorial,203,Melhoria do Atendimento Hospitalar e Especializado,2894,Rede Hospitalar,8,Criação de leitos de saúde mental em Hospital Geral,200000,194600,0,0,0,0,0,0,0
2302,FUNDO MUNICIPAL DE SAÚDE,10,Saúde,302,Assistência Hospitalar e Ambulatorial,203,Melhoria do Atendimento Hospitalar e Especializado,2894,Rede Hospitalar,10,Consórcio Intermunicipal Aliança para a Saúde,0,140000,140000,120000,120000,0,0,120000,120000
2302,FUNDO MUNICIPAL DE SAÚDE,10,Saúde,303,Suporte Profilático e Terapêutico,204,Gestão e Regionalização da Saúde ,2895,Suporte Logístico,1,Assistência Farmacêutica,28027200,25027200,"14954704,54","11937517,65","10722857,51",0,0,"11937517,65","10722857,51"
2302,FUNDO MUNICIPAL DE SAÚDE,10,Saúde,304,Vigilância Sanitária,28,Vigilância em Saúde,2829,Vigilância em Saúde,1,"Ações de Vigilância, Prevenção e Controle de Doenças e Agravos - zoonozes",450000,450000,0,0,0,0,0,0,0
2302,FUNDO MUNICIPAL DE SAÚDE,10,Saúde,304,Vigilância Sanitária,28,Vigilância em Saúde,2829,Vigilância em Saúde,2,Ações de Vigilância Sanitária,621000,621000,"256808,52","164963,49","158318,73",0,0,"164963,49","158318,73"
2302,FUNDO MUNICIPAL DE SAÚDE,10,Saúde,305,Vigilância Epidemiológica,28,Vigilância em Saúde,2829,Vigilância em Saúde,1,"Ações de Vigilância, Prevenção e Controle de Doenças e Agravos - zoonozes",4617000,4560967,"1689636,6","1491275,05","1408058,43",0,0,"1491275,05","1408058,43"
2302,FUNDO MUNICIPAL DE SAÚDE,10,Saúde,305,Vigilância Epidemiológica,28,Vigilância em Saúde,2829,Vigilância em Saúde,3,Ações de Vigilância Epidemiológica,12298000,13050118,"11847753,1","10359039,3","9544306,35",0,0,"10359039,3","9544306,35"
2302,FUNDO MUNICIPAL DE SAÚDE,10,Saúde,305,Vigilância Epidemiológica,28,Vigilância em Saúde,2829,Vigilância em Saúde,4,Gestão de Recursos Humanos,40809000,8418639,"7731183,13","6978445,48","6978445,48",0,0,"6978445,48","6978445,48"
2302,FUNDO MUNICIPAL DE SAÚDE,10,Saúde,305,Vigilância Epidemiológica,28,Vigilância em Saúde,2829,Vigilância em Saúde,5,Ações de Combate ao Aedes Aegypti ,12554700,10027873,"8402915,02","7503014,5","6929722,97",0,0,"7503014,5","6929722,97"
2302,FUNDO MUNICIPAL DE SAÚDE,10,Saúde,305,Vigilância Epidemiológica,28,Vigilância em Saúde,2829,Vigilância em Saúde,6,Ações de Atenção DST e AIDS ,3518000,3747103,"3005259,13","2770740,64","2611752,87",0,0,"2770740,64","2611752,87"
2304,FUNDO SOBRE DROGAS,10,Saúde,122,Administração Geral,114,Rede de Cuidados Especializados Complementares à Saúde,2873,Apoio às Ações de Políticas sobre Drogas,1,Apoio às Ações de Políticas sobre Drogas,542000,542000,0,0,0,0,0,0,0
2304,FUNDO SOBRE DROGAS,10,Saúde,122,Administração Geral,114,Rede de Cuidados Especializados Complementares à Saúde,2873,Apoio às Ações de Políticas sobre Drogas,3,Seminários e formações na área de álcool e outras drogas,100000,100000,0,0,0,0,0,0,0
2400,CONTROLADORIA-GERAL MUNICÍPIO,4,Administração,124,Controle Interno,12,Gestão do Sistema de Controle Interno,2366,Coordenação dos Serviços de Controladoria do Município,1,Coordenação dos Serviços de Controladoria do Município,1920198,2114610,"1586315,42","1567890,66","1558749,14",0,0,"1567890,66","1558749,14"
2400,CONTROLADORIA-GERAL MUNICÍPIO,4,Administração,124,Controle Interno,12,Gestão do Sistema de Controle Interno,2367,Serviços de Ouvidoria do Município,1,Serviços de Ouvidoria do Município,1091000,1632586,"1585601,65","1553644,2","1552801,53",0,0,"1553644,2","1552801,53"
2400,CONTROLADORIA-GERAL MUNICÍPIO,4,Administração,124,Controle Interno,12,Gestão do Sistema de Controle Interno,2523,Serviços de Auditoria do Município,1,Serviços de Auditoria,11996880,11976633,"10249624,45","10173142,22","10167985,38",0,0,"10173142,22","10167985,38"
2400,CONTROLADORIA-GERAL MUNICÍPIO,4,Administração,124,Controle Interno,12,Gestão do Sistema de Controle Interno,2548,Serviços de Controles Disciplinares,1,Serviços de Controles Disciplinares,3412090,3470865,"3378374,65","3299208,22","3294102,25",0,0,"3299208,22","3294102,25"
2400,CONTROLADORIA-GERAL MUNICÍPIO,4,Administração,124,Controle Interno,12,Gestão do Sistema de Controle Interno,2874,Serviço de Prevenção da Corrupção e Informações Estratégicas,1,Prevenção da Corrupção,325310,368910,"257924,35","254952,62","254405,67",0,0,"254952,62","254405,67"
2500,SEC. MUNICIPAL MEIO AMBIENTE,18,Gestão Ambiental,122,Administração Geral,307,Sustentabilidade e Educação Ambiental,2900,Serviços Administrativos e Financeiros,1,Serviços Administrativos e Financeiros,28759000,28873400,"26090443,28","25922607,33","25900792,2",0,0,"25922607,33","25900792,2"
2500,SEC. MUNICIPAL MEIO AMBIENTE,18,Gestão Ambiental,541,Preservação e Conservação Ambiental,307,Sustentabilidade e Educação Ambiental,2514,Monitoramento e Controle Ambiental,1,Ferramentas de monitoramento ambiental,373000,373000,"1637,68","1637,68","1637,68",0,0,"1637,68","1637,68"
2500,SEC. MUNICIPAL MEIO AMBIENTE,18,Gestão Ambiental,541,Preservação e Conservação Ambiental,307,Sustentabilidade e Educação Ambiental,2564,Operacionalização das Políticas Ambientais,1,Implementação de Usina Fotovoltáica Geradora de Energia em Áreas e Prédios Públicos,70000,70000,0,0,0,0,0,0,0
2500,SEC. MUNICIPAL MEIO AMBIENTE,18,Gestão Ambiental,541,Preservação e Conservação Ambiental,307,Sustentabilidade e Educação Ambiental,2564,Operacionalização das Políticas Ambientais,2,Elaboração do Plano Municipal de Adaptação e Resiliência de BH,20000,20000,0,0,0,0,0,0,0
2500,SEC. MUNICIPAL MEIO AMBIENTE,18,Gestão Ambiental,541,Preservação e Conservação Ambiental,307,Sustentabilidade e Educação Ambiental,2564,Operacionalização das Políticas Ambientais,3,Revisão do Plano Municipal de Redução de Emissões de Gases de Efeito Estufa - PREGEE,20000,20000,0,0,0,0,0,0,0
2500,SEC. MUNICIPAL MEIO AMBIENTE,18,Gestão Ambiental,541,Preservação e Conservação Ambiental,307,Sustentabilidade e Educação Ambiental,2564,Operacionalização das Políticas Ambientais,4,Realização de Eventos Técnicos,20000,20000,0,0,0,0,0,0,0
2500,SEC. MUNICIPAL MEIO AMBIENTE,18,Gestão Ambiental,541,Preservação e Conservação Ambiental,307,Sustentabilidade e Educação Ambiental,2564,Operacionalização das Políticas Ambientais,5,Promoção do Concurso Cidade Jardim,50000,50000,0,0,0,0,0,0,0
2500,SEC. MUNICIPAL MEIO AMBIENTE,18,Gestão Ambiental,541,Preservação e Conservação Ambiental,307,Sustentabilidade e Educação Ambiental,2564,Operacionalização das Políticas Ambientais,6,Certificação em Sustentabilidade Ambiental de Empreendimentos (Selo BH Sustentável),20000,20000,0,0,0,0,0,0,0
2500,SEC. MUNICIPAL MEIO AMBIENTE,18,Gestão Ambiental,541,Preservação e Conservação Ambiental,307,Sustentabilidade e Educação Ambiental,2912,Preservação Ambiental e Desenvolvimento Sustentável,1,Diagnóstico Ambiental,2011000,11000,0,0,0,0,0,0,0
2500,SEC. MUNICIPAL MEIO AMBIENTE,18,Gestão Ambiental,541,Preservação e Conservação Ambiental,307,Sustentabilidade e Educação Ambiental,2912,Preservação Ambiental e Desenvolvimento Sustentável,2,Gestão do Arbóreo Municipal,660000,660000,0,0,0,0,0,0,0
2500,SEC. MUNICIPAL MEIO AMBIENTE,18,Gestão Ambiental,541,Preservação e Conservação Ambiental,307,Sustentabilidade e Educação Ambiental,2912,Preservação Ambiental e Desenvolvimento Sustentável,3,Eventos Internacionais de Meio Ambiente,20000,20000,0,0,0,0,0,0,0
2500,SEC. MUNICIPAL MEIO AMBIENTE,18,Gestão Ambiental,541,Preservação e Conservação Ambiental,307,Sustentabilidade e Educação Ambiental,2912,Preservação Ambiental e Desenvolvimento Sustentável,4,Recuperação de Áreas Localizadas em Encostas - Projeto Montes Verdes,1752000,2000,0,0,0,0,0,0,0
2500,SEC. MUNICIPAL MEIO AMBIENTE,18,Gestão Ambiental,541,Preservação e Conservação Ambiental,307,Sustentabilidade e Educação Ambiental,2913,Programas de Capacitação e Conscientização Ambiental,1,Capacitação de Pessoas - Oficina Verde,60000,60000,23450,"16896,78","16896,78",0,0,"16896,78","16896,78"
2500,SEC. MUNICIPAL MEIO AMBIENTE,18,Gestão Ambiental,541,Preservação e Conservação Ambiental,307,Sustentabilidade e Educação Ambiental,2913,Programas de Capacitação e Conscientização Ambiental,2,Publicação de Edições de Revista Eletrônica,25000,25000,0,0,0,0,0,0,0
2500,SEC. MUNICIPAL MEIO AMBIENTE,18,Gestão Ambiental,541,Preservação e Conservação Ambiental,307,Sustentabilidade e Educação Ambiental,2913,Programas de Capacitação e Conscientização Ambiental,3,Revitalização dos Centros Regionais de Educação Ambiental,1709000,209000,"124171,73","115223,87","115223,87",0,0,"115223,87","115223,87"
2500,SEC. MUNICIPAL MEIO AMBIENTE,18,Gestão Ambiental,542,Controle Ambiental,306,Bem Estar Animal,2877,Gestão Intersetorial da Política Municipal de Proteção Animal,1,Gestão Operacional da Política Municipal de Defesa dos Animais,292500,292500,0,0,0,0,0,0,0
2500,SEC. MUNICIPAL MEIO AMBIENTE,18,Gestão Ambiental,542,Controle Ambiental,306,Bem Estar Animal,2877,Gestão Intersetorial da Política Municipal de Proteção Animal,3,Fóruns ambientais sobre a causa animal,260000,260000,0,0,0,0,0,0,0
2500,SEC. MUNICIPAL MEIO AMBIENTE,18,Gestão Ambiental,542,Controle Ambiental,306,Bem Estar Animal,2877,Gestão Intersetorial da Política Municipal de Proteção Animal,4,Planos de manejo para controle populacional de animais,2376000,501000,"239225,48","239225,48","239225,48",0,0,"239225,48","239225,48"
2500,SEC. MUNICIPAL MEIO AMBIENTE,18,Gestão Ambiental,542,Controle Ambiental,306,Bem Estar Animal,2877,Gestão Intersetorial da Política Municipal de Proteção Animal,9,Realização de Ações para Atendimento Médico-Veterinário à Comunidade de Baixa Renda,200000,200000,0,0,0,0,0,0,0
2500,SEC. MUNICIPAL MEIO AMBIENTE,18,Gestão Ambiental,542,Controle Ambiental,306,Bem Estar Animal,2877,Gestão Intersetorial da Política Municipal de Proteção Animal,11,Assistência e suporte a animais em situação de abandono,10000,10000,0,0,0,0,0,0,0
2503,FUNDO DE DEFESA AMBIENTAL,18,Gestão Ambiental,541,Preservação e Conservação Ambiental,69,Gestão da Política Ambiental,2073,Projetos de Melhoria da Qualidade Ambiental,1,Projetos de Melhoria da Qualidade Ambiental,1894000,2089000,"32194,88","32007,38","32007,38",0,0,"32007,38","32007,38"
2503,FUNDO DE DEFESA AMBIENTAL,18,Gestão Ambiental,541,Preservação e Conservação Ambiental,69,Gestão da Política Ambiental,2073,Projetos de Melhoria da Qualidade Ambiental,2,Publicação de Edital de Chamamento Público para Apresentação de Projetos,659000,659000,0,0,0,0,0,0,0
2504,FUNDO DO PARQUE MANGABEIRAS,18,Gestão Ambiental,541,Preservação e Conservação Ambiental,73,"Preservação e Conservação da Fauna e Flora em Parques, Jardim Zoológico e Jardim Botânico",2812,Gestão Operacional dos Parques Municipais,7,Administração do Parque Mangabeiras,10000,10000,0,0,0,0,0,0,0
2505,FUNDAÇÃO PARQUES E ZOOBOTÂNICA,4,Administração,122,Administração Geral,165,"Planejamento, Monitoramento e Gerenciamento de Necrópoles",2816,Administração de Necrópoles,1,Manutenção de Necrópoles,5980955,7066555,"6145888,36","4787763,13","4755196,3",0,0,"4787763,13","4755196,3"
2505,FUNDAÇÃO PARQUES E ZOOBOTÂNICA,4,Administração,122,Administração Geral,165,"Planejamento, Monitoramento e Gerenciamento de Necrópoles",2816,Administração de Necrópoles,2,Informatização de Necrópoles,280000,84000,0,0,0,0,0,0,0
2505,FUNDAÇÃO PARQUES E ZOOBOTÂNICA,18,Gestão Ambiental,541,Preservação e Conservação Ambiental,73,"Preservação e Conservação da Fauna e Flora em Parques, Jardim Zoológico e Jardim Botânico",1219,"Aquisição, Construção e Readaptação de Imóveis",4,"Aquisição, Construção e Readaptação de Imóveis",2200000,152635,0,0,0,0,0,0,0
2505,FUNDAÇÃO PARQUES E ZOOBOTÂNICA,18,Gestão Ambiental,541,Preservação e Conservação Ambiental,73,"Preservação e Conservação da Fauna e Flora em Parques, Jardim Zoológico e Jardim Botânico",2580,Conservação e Manejo do Acervo Faunístico,1,Manutenção e Reprodução do Acervo Faunístico,9170714,9378714,"7969641,4","5962304,45","5961242,3",0,0,"5962304,45","5961242,3"
2505,FUNDAÇÃO PARQUES E ZOOBOTÂNICA,18,Gestão Ambiental,541,Preservação e Conservação Ambiental,73,"Preservação e Conservação da Fauna e Flora em Parques, Jardim Zoológico e Jardim Botânico",2580,Conservação e Manejo do Acervo Faunístico,2,Gerenciamento do Aquário do Rio São Francisco,14000,14000,"557,4","557,4","557,4",0,0,"557,4","557,4"
2505,FUNDAÇÃO PARQUES E ZOOBOTÂNICA,18,Gestão Ambiental,541,Preservação e Conservação Ambiental,73,"Preservação e Conservação da Fauna e Flora em Parques, Jardim Zoológico e Jardim Botânico",2580,Conservação e Manejo do Acervo Faunístico,3,Projetos de Conservação,10000,10000,1815,1815,1815,0,0,1815,1815
2505,FUNDAÇÃO PARQUES E ZOOBOTÂNICA,18,Gestão Ambiental,541,Preservação e Conservação Ambiental,73,"Preservação e Conservação da Fauna e Flora em Parques, Jardim Zoológico e Jardim Botânico",2580,Conservação e Manejo do Acervo Faunístico,4,Projetos de Pesquisa,3000,2000,0,0,0,0,0,0,0
2505,FUNDAÇÃO PARQUES E ZOOBOTÂNICA,18,Gestão Ambiental,541,Preservação e Conservação Ambiental,73,"Preservação e Conservação da Fauna e Flora em Parques, Jardim Zoológico e Jardim Botânico",2581,Preservação e Conservação do Acervo Florístico,1,Incremento e Manutenção do Acervo Florístico,5053130,5454130,"4377956,51","3113222,52","3085445,17",0,0,"3113222,52","3085445,17"
2505,FUNDAÇÃO PARQUES E ZOOBOTÂNICA,18,Gestão Ambiental,541,Preservação e Conservação Ambiental,73,"Preservação e Conservação da Fauna e Flora em Parques, Jardim Zoológico e Jardim Botânico",2581,Preservação e Conservação do Acervo Florístico,2,Produção Vegetal,87400,86400,0,0,0,0,0,0,0
2505,FUNDAÇÃO PARQUES E ZOOBOTÂNICA,18,Gestão Ambiental,541,Preservação e Conservação Ambiental,73,"Preservação e Conservação da Fauna e Flora em Parques, Jardim Zoológico e Jardim Botânico",2581,Preservação e Conservação do Acervo Florístico,3,"Manutenção de Jardins Temáticos, Recintos e Gramados",107600,107600,0,0,0,0,0,0,0
2505,FUNDAÇÃO PARQUES E ZOOBOTÂNICA,18,Gestão Ambiental,541,Preservação e Conservação Ambiental,73,"Preservação e Conservação da Fauna e Flora em Parques, Jardim Zoológico e Jardim Botânico",2581,Preservação e Conservação do Acervo Florístico,4,Projetos de Conservação e Pesquisa de Espécies da Flora,83900,85900,"41495,01","41495,01","37895,01",0,0,"41495,01","37895,01"
2505,FUNDAÇÃO PARQUES E ZOOBOTÂNICA,18,Gestão Ambiental,541,Preservação e Conservação Ambiental,73,"Preservação e Conservação da Fauna e Flora em Parques, Jardim Zoológico e Jardim Botânico",2581,Preservação e Conservação do Acervo Florístico,5,Cooperação Institucional,67800,105800,52000,"51487,96","51487,96",0,0,"51487,96","51487,96"
2505,FUNDAÇÃO PARQUES E ZOOBOTÂNICA,18,Gestão Ambiental,541,Preservação e Conservação Ambiental,73,"Preservação e Conservação da Fauna e Flora em Parques, Jardim Zoológico e Jardim Botânico",2812,Gestão Operacional dos Parques Municipais,1,Manutenção e recuperação em parques e CEVAE's,22419660,27581125,"24018497,32","20419191,08","20141587,42",0,0,"20419191,08","20141587,42"
2505,FUNDAÇÃO PARQUES E ZOOBOTÂNICA,18,Gestão Ambiental,541,Preservação e Conservação Ambiental,73,"Preservação e Conservação da Fauna e Flora em Parques, Jardim Zoológico e Jardim Botânico",2812,Gestão Operacional dos Parques Municipais,2,Elaboração de projetos de apoio à manutenção e adequação das unidades da FPMZB,150000,0,0,0,0,0,0,0,0
2505,FUNDAÇÃO PARQUES E ZOOBOTÂNICA,18,Gestão Ambiental,541,Preservação e Conservação Ambiental,73,"Preservação e Conservação da Fauna e Flora em Parques, Jardim Zoológico e Jardim Botânico",2812,Gestão Operacional dos Parques Municipais,3,Elaboração do plano de uso público e plano de manejo,800000,272000,0,0,0,0,0,0,0
2505,FUNDAÇÃO PARQUES E ZOOBOTÂNICA,18,Gestão Ambiental,541,Preservação e Conservação Ambiental,73,"Preservação e Conservação da Fauna e Flora em Parques, Jardim Zoológico e Jardim Botânico",2812,Gestão Operacional dos Parques Municipais,5,Projetos complementares e implantação de sinalização em parques,230000,230000,0,0,0,0,0,0,0
2505,FUNDAÇÃO PARQUES E ZOOBOTÂNICA,18,Gestão Ambiental,541,Preservação e Conservação Ambiental,73,"Preservação e Conservação da Fauna e Flora em Parques, Jardim Zoológico e Jardim Botânico",2812,Gestão Operacional dos Parques Municipais,6,Informatização das unidades administradas pela FPMZB,30000,30000,3088,3088,3088,0,0,3088,3088
2505,FUNDAÇÃO PARQUES E ZOOBOTÂNICA,18,Gestão Ambiental,541,Preservação e Conservação Ambiental,73,"Preservação e Conservação da Fauna e Flora em Parques, Jardim Zoológico e Jardim Botânico",2817,Educação Ambiental e Promoção de Eventos,1,Realização de atividades de educação ambiental e eventos,56000,56000,2160,2160,2160,0,0,2160,2160
2505,FUNDAÇÃO PARQUES E ZOOBOTÂNICA,18,Gestão Ambiental,541,Preservação e Conservação Ambiental,73,"Preservação e Conservação da Fauna e Flora em Parques, Jardim Zoológico e Jardim Botânico",2817,Educação Ambiental e Promoção de Eventos,2,Desenvolvimento de material educativo e de comunicação,261100,261100,0,0,0,0,0,0,0
2505,FUNDAÇÃO PARQUES E ZOOBOTÂNICA,18,Gestão Ambiental,541,Preservação e Conservação Ambiental,73,"Preservação e Conservação da Fauna e Flora em Parques, Jardim Zoológico e Jardim Botânico",2817,Educação Ambiental e Promoção de Eventos,3,"Desenvolvimento de projetos, atividades educativas continuadas, atendimentos especiais",112348,112348,4032,2016,2016,0,0,2016,2016
2505,FUNDAÇÃO PARQUES E ZOOBOTÂNICA,18,Gestão Ambiental,541,Preservação e Conservação Ambiental,73,"Preservação e Conservação da Fauna e Flora em Parques, Jardim Zoológico e Jardim Botânico",2817,Educação Ambiental e Promoção de Eventos,4,"Eventos, Campanhas Educativas, Culturais e de Lazer",13000,13000,0,0,0,0,0,0,0
2505,FUNDAÇÃO PARQUES E ZOOBOTÂNICA,18,Gestão Ambiental,541,Preservação e Conservação Ambiental,73,"Preservação e Conservação da Fauna e Flora em Parques, Jardim Zoológico e Jardim Botânico",2817,Educação Ambiental e Promoção de Eventos,5,Capacitação em Educação Ambiental para o Público Interno e Externo ,4000,4000,0,0,0,0,0,0,0
2505,FUNDAÇÃO PARQUES E ZOOBOTÂNICA,18,Gestão Ambiental,541,Preservação e Conservação Ambiental,73,"Preservação e Conservação da Fauna e Flora em Parques, Jardim Zoológico e Jardim Botânico",2900,Serviços Administrativos e Financeiros,1,Serviços Administrativos e Financeiros,9868752,10073752,"8839844,15","8469328,92","8380690,42",0,0,"8469328,92","8380690,42"
2700,SEC. MUN. OBRAS INFRAESTRUTURA,4,Administração,122,Administração Geral,44,Qualificação dos Próprios Municipais,1219,"Aquisição, Construção e Readaptação de Imóveis",2,"Aquisição, Construção e Readaptação de Imóveis",2175817,18269022,"15183417,6","8769773,49","8623461,72",0,0,"8769773,49","8623461,72"
2700,SEC. MUN. OBRAS INFRAESTRUTURA,4,Administração,122,Administração Geral,166,Prefeitura Moderna e Eficiente,1338,Desburocratização e Melhoria dos Serviços de Atendimento ao Cidadão,1,Implantação das Centrais BH Resolve Barreiro e Venda Nova ,3064273,1334639,0,0,0,0,0,0,0
2700,SEC. MUN. OBRAS INFRAESTRUTURA,4,Administração,452,Serviços Urbanos,165,"Planejamento, Monitoramento e Gerenciamento de Necrópoles",1217,Reforma de Necrópoles,1,Reforma do Cemitério da Paz ,10000,56284,"37050,91","34426,91","34426,91",0,0,"34426,91","34426,91"
2700,SEC. MUN. OBRAS INFRAESTRUTURA,4,Administração,452,Serviços Urbanos,165,"Planejamento, Monitoramento e Gerenciamento de Necrópoles",1217,Reforma de Necrópoles,2,Reforma do Cemitério da Saudade,94985,48701,"8760,08","8760,08","8760,08",0,0,"8760,08","8760,08"
2700,SEC. MUN. OBRAS INFRAESTRUTURA,4,Administração,452,Serviços Urbanos,165,"Planejamento, Monitoramento e Gerenciamento de Necrópoles",1217,Reforma de Necrópoles,3,Reforma do Cemiterio da Consolação,10000,10000,0,0,0,0,0,0,0
2700,SEC. MUN. OBRAS INFRAESTRUTURA,6,Segurança Pública,182,Defesa Civil,164,Ações de Defesa Civil,2541,Ações de Defesa Civil Preventivas e Emergenciais,1,Serviços Administrativos e Financeiros,4300974,4304499,"3911519,87","3673699,13","3660439,71",0,0,"3673699,13","3660439,71"
2700,SEC. MUN. OBRAS INFRAESTRUTURA,8,Assistência Social,241,Assistência ao Idoso,235,Programa de Atendimento ao Idoso,1220,"Construção, Ampliação e Reforma de Unidades de Assistência Social",1,"Construção, Ampliação e Reforma de Unidades de Assistência Social",554256,786556,"491411,83","187950,08","187950,08",0,0,"187950,08","187950,08"
2700,SEC. MUN. OBRAS INFRAESTRUTURA,8,Assistência Social,244,Assistência Comunitária,19,Proteção Social Básica,1220,"Construção, Ampliação e Reforma de Unidades de Assistência Social",1,"Construção, Ampliação e Reforma de Unidades de Assistência Social",19021918,17309034,"4881983,36","1429528,92","1429528,92",0,0,"1429528,92","1429528,92"
2700,SEC. MUN. OBRAS INFRAESTRUTURA,12,Educação,361,Ensino Fundamental,168,Gestão da Politica do Ensino Fundamental,1211,"Construção, Ampliação e Reforma de Unidades de Ensino",2,"Construção, Ampliação e Reforma de Unidades de Ensino",17286028,19177114,"4234602,68","3645007,34","3645007,34",0,0,"3645007,34","3645007,34"
2700,SEC. MUN. OBRAS INFRAESTRUTURA,12,Educação,365,Educação Infantil,169,Gestão da Política de Educação Infantil,1211,"Construção, Ampliação e Reforma de Unidades de Ensino",1,"Construção, Ampliação e Reforma de Unidades de Ensino",21463802,12930152,"3696118,41","2575673,84","2569225,57",0,0,"2575673,84","2569225,57"
2700,SEC. MUN. OBRAS INFRAESTRUTURA,13,Cultura,392,Difusão Cultural,146,Gestão da Política Municipal de Cultura,1215,"Construção, Ampliação e Reforma de Unidades de Cultura",1,"Construção, Ampliação e Reforma de Unidades de Cultura    ",439463,439463,"50892,82","48397,49","48397,49",0,0,"48397,49","48397,49"
2700,SEC. MUN. OBRAS INFRAESTRUTURA,15,Urbanismo,451,Infra-Estrutura Urbana,62,Gestão do Sistema Viário Municipal,1230,Implantação e Reconstrução de Vias Públicas,1,"Serviço de Implantação, Pavimentação, Requalificação e Manutenção de Vias Públicas ",76739543,194879562,"106900082,34","72585423,83","71646062,55",0,0,"72585423,83","71646062,55"
2700,SEC. MUN. OBRAS INFRAESTRUTURA,15,Urbanismo,451,Infra-Estrutura Urbana,62,Gestão do Sistema Viário Municipal,1230,Implantação e Reconstrução de Vias Públicas,2,Elaboração de Projetos ,16785187,10374636,"4489999,11","3082511,96","3082511,96",0,0,"3082511,96","3082511,96"
2700,SEC. MUN. OBRAS INFRAESTRUTURA,15,Urbanismo,451,Infra-Estrutura Urbana,62,Gestão do Sistema Viário Municipal,1231,Melhorias Urbanas em Assentamentos de Interesse Social,6,Outras Intervenções em Assentamentos Precários,64471,749855,"749852,89","749852,89","749852,89",0,0,"749852,89","749852,89"
2700,SEC. MUN. OBRAS INFRAESTRUTURA,15,Urbanismo,451,Infra-Estrutura Urbana,62,Gestão do Sistema Viário Municipal,1330,Obras Estruturantes do Sistema Viário,6,Obras do Complexo da Lagoinha,79578166,79578166,"5333269,71","4326021,82","4326021,82",0,0,"4326021,82","4326021,82"
2700,SEC. MUN. OBRAS INFRAESTRUTURA,15,Urbanismo,451,Infra-Estrutura Urbana,62,Gestão do Sistema Viário Municipal,1330,Obras Estruturantes do Sistema Viário,7,Via 710,64669620,64869620,"41041208,7","33039866,42","31678820,41",0,0,"33039866,42","31678820,41"
